city,date,transportation_type,flow
Belfast,2021-06-05,transit,93.45
Belfast,2021-06-06,driving,134.96
Belfast,2021-06-06,walking,195.91
Belfast,2021-06-06,transit,85.36
Belfast,2021-06-07,driving,142.56
Belfast,2021-06-07,walking,173.51
Belfast,2021-06-07,transit,98.86
Belfast,2021-06-08,driving,140.57
Belfast,2021-06-08,walking,149.67
Belfast,2021-06-08,transit,88.03
Belfast,2021-06-09,driving,141.88
Belfast,2021-06-09,walking,153.37
Belfast,2021-06-09,transit,98.6
Belfast,2021-06-10,driving,143.48
Belfast,2021-06-10,walking,158.75
Belfast,2021-06-10,transit,92.31
Belfast,2021-06-11,driving,161.82
Belfast,2021-06-11,walking,191.12
Belfast,2021-06-11,transit,105.61
Belfast,2021-06-12,driving,154.64
Belfast,2021-06-12,walking,211.21
Belfast,2021-06-12,transit,93.25
Belfast,2021-06-13,driving,125.03
Belfast,2021-06-13,walking,128.16
Belfast,2021-06-13,transit,82.22
Belfast,2021-06-14,driving,132.19
Belfast,2021-06-14,walking,140.98
Belfast,2021-06-14,transit,86.1
Belfast,2021-06-15,driving,137.88
Belfast,2021-06-15,walking,149.87
Belfast,2021-06-15,transit,95.72
Belfast,2021-06-16,driving,136.81
Belfast,2021-06-16,walking,149.04
Belfast,2021-06-16,transit,95.25
Belfast,2021-06-17,driving,142.41
Belfast,2021-06-17,walking,151.45
Belfast,2021-06-17,transit,91.38
Belfast,2021-06-18,driving,164.33
Belfast,2021-06-18,walking,197.64
Belfast,2021-06-18,transit,96.66
Belfast,2021-06-19,driving,156.31
Belfast,2021-06-19,walking,228.85
Belfast,2021-06-19,transit,106.08
Belfast,2021-06-20,driving,119.02
Belfast,2021-06-20,walking,129.41
Belfast,2021-06-20,transit,84.76
Belfast,2021-06-21,driving,136.1
Belfast,2021-06-21,walking,148.91
Belfast,2021-06-21,transit,102.94
Belfast,2021-06-22,driving,137.73
Belfast,2021-06-22,walking,143.53
Belfast,2021-06-22,transit,98.53
Belfast,2021-06-23,driving,146.93
Belfast,2021-06-23,walking,156.07
Belfast,2021-06-23,transit,108.49
Belfast,2021-06-24,driving,152.5
Belfast,2021-06-24,walking,154.41
Belfast,2021-06-24,transit,100.6
Belfast,2021-06-25,driving,170.53
Belfast,2021-06-25,walking,221.58
Belfast,2021-06-25,transit,113.57
Belfast,2021-06-26,driving,162.81
Belfast,2021-06-26,walking,250.58
Belfast,2021-06-26,transit,98.4
Belfast,2021-06-27,driving,135.86
Belfast,2021-06-27,walking,164.02
Belfast,2021-06-27,transit,96.99
Belfast,2021-06-28,driving,147.23
Belfast,2021-06-28,walking,167.45
Belfast,2021-06-28,transit,104.28
Belfast,2021-06-29,driving,152.03
Belfast,2021-06-29,walking,173.14
Belfast,2021-06-29,transit,102.01
Belfast,2021-06-30,driving,156.68
Belfast,2021-06-30,walking,169.97
Belfast,2021-06-30,transit,112.7
Belfast,2021-07-01,driving,166.11
Belfast,2021-07-01,walking,192.51
Belfast,2021-07-01,transit,114.57
Belfast,2021-07-02,driving,170.97
Belfast,2021-07-02,walking,218.05
Belfast,2021-07-02,transit,101.54
Belfast,2021-07-03,driving,157.21
Belfast,2021-07-03,walking,223.69
Belfast,2021-07-03,transit,92.45
Belfast,2021-07-04,driving,128.88
Belfast,2021-07-04,walking,154.17
Belfast,2021-07-04,transit,97.46
Belfast,2021-07-05,driving,143.99
Belfast,2021-07-05,walking,168.04
Belfast,2021-07-05,transit,101.6
Belfast,2021-07-06,driving,150.92
Belfast,2021-07-06,walking,173.78
Belfast,2021-07-06,transit,105.21
Belfast,2021-07-07,driving,150.66
Belfast,2021-07-07,walking,168.24
Belfast,2021-07-07,transit,99.33
Belfast,2021-07-08,driving,156.41
Belfast,2021-07-08,walking,164.02
Belfast,2021-07-08,transit,99.8
Belfast,2021-07-09,driving,166.99
Belfast,2021-07-09,walking,202.09
Belfast,2021-07-09,transit,93.25
Belfast,2021-07-10,driving,145.83
Belfast,2021-07-10,walking,191.67
Belfast,2021-07-10,transit,96.59
Belfast,2021-07-11,driving,112.13
Belfast,2021-07-11,walking,126.35
Belfast,2021-07-11,transit,64.77
Belfast,2021-07-12,driving,100.43
Belfast,2021-07-12,walking,108.83
Belfast,2021-07-12,transit,70.79
Belfast,2021-07-13,driving,129.41
Belfast,2021-07-13,walking,142.51
Belfast,2021-07-13,transit,97.66
Belfast,2021-07-14,driving,136.56
Belfast,2021-07-14,walking,164.07
Belfast,2021-07-14,transit,110.83
Belfast,2021-07-15,driving,142.91
Belfast,2021-07-15,walking,168.22
Belfast,2021-07-15,transit,107.09
Belfast,2021-07-16,driving,155.66
Belfast,2021-07-16,walking,204.03
Belfast,2021-07-16,transit,107.95
Belfast,2021-07-17,driving,150.7
Belfast,2021-07-17,walking,218.89
Belfast,2021-07-17,transit,106.22
Belfast,2021-07-18,driving,125.93
Belfast,2021-07-18,walking,141.44
Belfast,2021-07-18,transit,99.26
Belfast,2021-07-19,driving,142.75
Belfast,2021-07-19,walking,175.65
Belfast,2021-07-19,transit,104.41
Belfast,2021-07-20,driving,150.73
Belfast,2021-07-20,walking,174.38
Belfast,2021-07-20,transit,109.56
Belfast,2021-07-21,driving,150.68
Belfast,2021-07-21,walking,170.18
Belfast,2021-07-21,transit,116.78
Belfast,2021-07-22,driving,154.32
Belfast,2021-07-22,walking,178.05
Belfast,2021-07-22,transit,114.3
Belfast,2021-07-23,driving,165.92
Belfast,2021-07-23,walking,211.36
Belfast,2021-07-23,transit,114.51
Belfast,2021-07-24,driving,156.67
Belfast,2021-07-24,walking,234.77
Belfast,2021-07-24,transit,106.22
Belfast,2021-07-25,driving,132.89
Belfast,2021-07-25,walking,154.55
Belfast,2021-07-25,transit,96.26
Belfast,2021-07-26,driving,151.87
Belfast,2021-07-26,walking,180.08
Belfast,2021-07-26,transit,110.7
Belfast,2021-07-27,driving,157.77
Belfast,2021-07-27,walking,173.91
Belfast,2021-07-27,transit,117.51
Belfast,2021-07-28,driving,158.84
Belfast,2021-07-28,walking,184.12
Belfast,2021-07-28,transit,125.67
Belfast,2021-07-29,driving,160.22
Belfast,2021-07-29,walking,191.66
Belfast,2021-07-29,transit,107.75
Belfast,2021-07-30,driving,178.83
Belfast,2021-07-30,walking,225.7
Belfast,2021-07-30,transit,119.05
Belfast,2021-07-31,driving,168.64
Belfast,2021-07-31,walking,252.63
Belfast,2021-07-31,transit,108.76
Belfast,2021-08-01,driving,136.78
Belfast,2021-08-01,walking,178.97
Belfast,2021-08-01,transit,107.89
Belfast,2021-08-02,driving,162.84
Belfast,2021-08-02,walking,200.36
Belfast,2021-08-02,transit,115.71
Belfast,2021-08-03,driving,161.14
Belfast,2021-08-03,walking,202.41
Belfast,2021-08-03,transit,122.26
Belfast,2021-08-04,driving,165.01
Belfast,2021-08-04,walking,206.96
Belfast,2021-08-04,transit,128.68
Belfast,2021-08-05,driving,164.77
Belfast,2021-08-05,walking,188.7
Belfast,2021-08-05,transit,114.3
Belfast,2021-08-06,driving,183.25
Belfast,2021-08-06,walking,229.45
Belfast,2021-08-06,transit,120.79
Belfast,2021-08-07,driving,166.57
Belfast,2021-08-07,walking,240.71
Belfast,2021-08-07,transit,110.63
Belfast,2021-08-08,driving,138.28
Belfast,2021-08-08,walking,164.07
Belfast,2021-08-08,transit,101.14
Belfast,2021-08-09,driving,155.04
Belfast,2021-08-09,walking,195.28
Belfast,2021-08-09,transit,133.49
Belfast,2021-08-10,driving,168.16
Belfast,2021-08-10,walking,244.73
Belfast,2021-08-10,transit,143.72
Belfast,2021-08-11,driving,179.91
Belfast,2021-08-11,walking,273.56
Belfast,2021-08-11,transit,155.61
Belfast,2021-08-12,driving,171.54
Belfast,2021-08-12,walking,221.55
Belfast,2021-08-12,transit,125.53
Belfast,2021-08-13,driving,182.52
Belfast,2021-08-13,walking,242.65
Belfast,2021-08-13,transit,120.86
Belfast,2021-08-14,driving,173.56
Belfast,2021-08-14,walking,276.33
Belfast,2021-08-14,transit,126.07
Belfast,2021-08-15,driving,145.3
Belfast,2021-08-15,walking,194.02
Belfast,2021-08-15,transit,119.12
Belfast,2021-08-16,driving,159.21
Belfast,2021-08-16,walking,193.04
Belfast,2021-08-16,transit,112.9
Belfast,2021-08-17,driving,158.43
Belfast,2021-08-17,walking,195
Belfast,2021-08-17,transit,122.59
Belfast,2021-08-18,driving,161.43
Belfast,2021-08-18,walking,195.7
Belfast,2021-08-18,transit,124.93
Belfast,2021-08-19,driving,168.07
Belfast,2021-08-19,walking,211.87
Belfast,2021-08-19,transit,120.45
Belfast,2021-08-20,driving,185.5
Belfast,2021-08-20,walking,246.38
Belfast,2021-08-20,transit,120.92
Belfast,2021-08-21,driving,167.69
Belfast,2021-08-21,walking,234.15
Belfast,2021-08-21,transit,103.88
Belfast,2021-08-22,driving,135.71
Belfast,2021-08-22,walking,168.9
Belfast,2021-08-22,transit,117.98
Belfast,2021-08-23,driving,160.07
Belfast,2021-08-23,walking,194.81
Belfast,2021-08-23,transit,125.27
Belfast,2021-08-24,driving,168.54
Belfast,2021-08-24,walking,210.26
Belfast,2021-08-24,transit,125
Belfast,2021-08-25,driving,166.33
Belfast,2021-08-25,walking,199.7
Belfast,2021-08-25,transit,135.03
Belfast,2021-08-26,driving,172.7
Belfast,2021-08-26,walking,229.76
Belfast,2021-08-26,transit,138.9
Belfast,2021-08-27,driving,193.33
Belfast,2021-08-27,walking,269.37
Belfast,2021-08-27,transit,139.57
Belfast,2021-08-28,driving,180.37
Belfast,2021-08-28,walking,266.21
Belfast,2021-08-28,transit,143.32
Belfast,2021-08-29,driving,137.48
Belfast,2021-08-29,walking,178.56
Belfast,2021-08-29,transit,107.35
Belfast,2021-08-30,driving,145.49
Belfast,2021-08-30,walking,162.8
Belfast,2021-08-30,transit,114.64
Belfast,2021-08-31,driving,153.67
Belfast,2021-08-31,walking,173.14
Belfast,2021-08-31,transit,117.78
Belfast,2021-09-01,driving,155.53
Belfast,2021-09-01,walking,188.51
Belfast,2021-09-01,transit,125.13
Belfast,2021-09-02,driving,156.55
Belfast,2021-09-02,walking,186.39
Belfast,2021-09-02,transit,137.37
Belfast,2021-09-03,driving,181.05
Belfast,2021-09-03,walking,227.2
Belfast,2021-09-03,transit,130.82
Belfast,2021-09-04,driving,187.87
Belfast,2021-09-04,walking,270.71
Belfast,2021-09-04,transit,122.53
Belfast,2021-09-05,driving,138.9
Belfast,2021-09-05,walking,167.61
Belfast,2021-09-05,transit,123.4
Belfast,2021-09-06,driving,155.2
Belfast,2021-09-06,walking,191.28
Belfast,2021-09-06,transit,135.83
Belfast,2021-09-07,driving,156.81
Belfast,2021-09-07,walking,196.13
Belfast,2021-09-07,transit,130.21
Belfast,2021-09-08,driving,165.68
Belfast,2021-09-08,walking,216.71
Belfast,2021-09-08,transit,135.49
Belfast,2021-09-09,driving,160.89
Belfast,2021-09-09,walking,199.4
Belfast,2021-09-09,transit,131.08
Belfast,2021-09-10,driving,203.01
Belfast,2021-09-10,walking,311.16
Belfast,2021-09-10,transit,146.39
Belfast,2021-09-11,driving,199.52
Belfast,2021-09-11,walking,342.46
Belfast,2021-09-11,transit,137.1
Belfast,2021-09-12,driving,137.16
Belfast,2021-09-12,walking,187.91
Belfast,2021-09-12,transit,128.34
Belfast,2021-09-13,driving,152.04
Belfast,2021-09-13,walking,219.09
Belfast,2021-09-13,transit,132.62
Belfast,2021-09-14,driving,155.58
Belfast,2021-09-14,walking,222.08
Belfast,2021-09-14,transit,127.21
Belfast,2021-09-15,driving,165.49
Belfast,2021-09-15,walking,214.29
Belfast,2021-09-15,transit,139.37
Belfast,2021-09-16,driving,163.08
Belfast,2021-09-16,walking,214.54
Belfast,2021-09-16,transit,135.23
Belfast,2021-09-17,driving,192.85
Belfast,2021-09-17,walking,275.34
Belfast,2021-09-17,transit,143.38
Belfast,2021-09-18,driving,193.7
Belfast,2021-09-18,walking,337.25
Belfast,2021-09-18,transit,146.39
Belfast,2021-09-19,driving,170.67
Belfast,2021-09-19,walking,301.78
Belfast,2021-09-19,transit,144.12
Belfast,2021-09-20,driving,173.21
Belfast,2021-09-20,walking,296.4
Belfast,2021-09-20,transit,151.8
Belfast,2021-09-21,driving,170.18
Belfast,2021-09-21,walking,251.72
Belfast,2021-09-21,transit,140.57
Belfast,2021-09-22,driving,166.41
Belfast,2021-09-22,walking,245.51
Belfast,2021-09-22,transit,138.3
Belfast,2021-09-23,driving,174.41
Belfast,2021-09-23,walking,259.92
Belfast,2021-09-23,transit,159.69
Belfast,2021-09-24,driving,213.83
Belfast,2021-09-24,walking,350.83
Belfast,2021-09-24,transit,188.77
Belfast,2021-09-25,driving,210.16
Belfast,2021-09-25,walking,391
Belfast,2021-09-25,transit,164.97
Belfast,2021-09-26,driving,144.75
Belfast,2021-09-26,walking,202.55
Belfast,2021-09-26,transit,138.9
Belfast,2021-09-27,driving,156.22
Belfast,2021-09-27,walking,214.18
Belfast,2021-09-27,transit,142.85
Belfast,2021-09-28,driving,157.35
Belfast,2021-09-28,walking,213.17
Belfast,2021-09-28,transit,134.09
Belfast,2021-09-29,driving,159.36
Belfast,2021-09-29,walking,204.97
Belfast,2021-09-29,transit,138.44
Belfast,2021-09-30,driving,164.35
Belfast,2021-09-30,walking,206.48
Belfast,2021-09-30,transit,146.52
Belfast,2021-10-01,driving,179.11
Belfast,2021-10-01,walking,230.14
Belfast,2021-10-01,transit,142.38
Belfast,2021-10-02,driving,177.95
Belfast,2021-10-02,walking,269.47
Belfast,2021-10-02,transit,132.49
Belfast,2021-10-03,driving,155.99
Belfast,2021-10-03,walking,216.26
Belfast,2021-10-03,transit,135.03
Belfast,2021-10-04,driving,148.6
Belfast,2021-10-04,walking,188.56
Belfast,2021-10-04,transit,125.27
Belfast,2021-10-05,driving,150.63
Belfast,2021-10-05,walking,195.67
Belfast,2021-10-05,transit,132.49
Belfast,2021-10-06,driving,157.55
Belfast,2021-10-06,walking,194.76
Belfast,2021-10-06,transit,143.25
Belfast,2021-10-07,driving,158.66
Belfast,2021-10-07,walking,211.9
Belfast,2021-10-07,transit,136.97
Belfast,2021-10-08,driving,182.14
Belfast,2021-10-08,walking,240.54
Belfast,2021-10-08,transit,158.16
Belfast,2021-10-09,driving,174
Belfast,2021-10-09,walking,268.46
Belfast,2021-10-09,transit,144.72
Belfast,2021-10-10,driving,133.9
Belfast,2021-10-10,walking,170.24
Belfast,2021-10-10,transit,127.54
Belfast,2021-10-11,driving,149.27
Belfast,2021-10-11,walking,196.81
Belfast,2021-10-11,transit,139.57
Belfast,2021-10-12,driving,155.12
Belfast,2021-10-12,walking,200.11
Belfast,2021-10-12,transit,140.64
Belfast,2021-10-13,driving,158.02
Belfast,2021-10-13,walking,210.17
Belfast,2021-10-13,transit,144.05
Belfast,2021-10-14,driving,162.65
Belfast,2021-10-14,walking,200.79
Belfast,2021-10-14,transit,149.13
Belfast,2021-10-15,driving,182.08
Belfast,2021-10-15,walking,242.3
Belfast,2021-10-15,transit,144.18
Belfast,2021-10-16,driving,176.16
Belfast,2021-10-16,walking,247.67
Belfast,2021-10-16,transit,124.47
Belfast,2021-10-17,driving,130.25
Belfast,2021-10-17,walking,154.85
Belfast,2021-10-17,transit,115.51
Belfast,2021-10-18,driving,149.1
Belfast,2021-10-18,walking,179.56
Belfast,2021-10-18,transit,134.29
Belfast,2021-10-19,driving,153.3
Belfast,2021-10-19,walking,187.5
Belfast,2021-10-19,transit,143.25
Belfast,2021-10-20,driving,155.4
Belfast,2021-10-20,walking,188.51
Belfast,2021-10-20,transit,143.32
Belfast,2021-10-21,driving,165.05
Belfast,2021-10-21,walking,192.63
Belfast,2021-10-21,transit,136.3
Belfast,2021-10-22,driving,190.79
Belfast,2021-10-22,walking,230.26
Belfast,2021-10-22,transit,148.2
Belfast,2021-10-23,driving,175.85
Belfast,2021-10-23,walking,253.78
Belfast,2021-10-23,transit,137.9
Belfast,2021-10-24,driving,137.86
Belfast,2021-10-24,walking,179.89
Belfast,2021-10-24,transit,138.64
Belfast,2021-10-25,driving,161.79
Belfast,2021-10-25,walking,212.53
Belfast,2021-10-25,transit,158.22
Belfast,2021-10-26,driving,163.92
Belfast,2021-10-26,walking,215
Belfast,2021-10-26,transit,145.72
Belfast,2021-10-27,driving,175.28
Belfast,2021-10-27,walking,214.83
Belfast,2021-10-27,transit,148.4
Belfast,2021-10-28,driving,179.98
Belfast,2021-10-28,walking,233.84
Belfast,2021-10-28,transit,146.39
Belfast,2021-10-29,driving,193.26
Belfast,2021-10-29,walking,249.45
Belfast,2021-10-29,transit,157.09
Belfast,2021-10-30,driving,172.8
Belfast,2021-10-30,walking,247.72
Belfast,2021-10-30,transit,117.91
Belfast,2021-10-31,driving,142.2
Belfast,2021-10-31,walking,206.86
Belfast,2021-10-31,transit,126.27
Belfast,2021-11-01,driving,151.34
Belfast,2021-11-01,walking,177.34
Belfast,2021-11-01,transit,139.84
Belfast,2021-11-02,driving,149.86
Belfast,2021-11-02,walking,170.43
Belfast,2021-11-02,transit,130.82
Belfast,2021-11-03,driving,150.2
Belfast,2021-11-03,walking,176.91
Belfast,2021-11-03,transit,141.24
Belfast,2021-11-04,driving,155.28
Belfast,2021-11-04,walking,182.45
Belfast,2021-11-04,transit,136.3
Belfast,2021-11-05,driving,174.37
Belfast,2021-11-05,walking,217.6
Belfast,2021-11-05,transit,142.71
Belfast,2021-11-06,driving,171.11
Belfast,2021-11-06,walking,238.15
Belfast,2021-11-06,transit,139.44
Belfast,2021-11-07,driving,121
Belfast,2021-11-07,walking,142.56
Belfast,2021-11-07,transit,118.65
Belfast,2021-11-08,driving,143.51
Belfast,2021-11-08,walking,159.73
Belfast,2021-11-08,transit,135.03
Belfast,2021-11-09,driving,145.3
Belfast,2021-11-09,walking,170.9
Belfast,2021-11-09,transit,140.84
Belfast,2021-11-10,driving,155.21
Belfast,2021-11-10,walking,180.26
Belfast,2021-11-10,transit,136.43
Belfast,2021-11-11,driving,159.7
Belfast,2021-11-11,walking,177.6
Belfast,2021-11-11,transit,132.75
Belfast,2021-11-12,driving,192.14
Belfast,2021-11-12,walking,246.33
Belfast,2021-11-12,transit,158.16
Belfast,2021-11-13,driving,181.65
Belfast,2021-11-13,walking,296.35
Belfast,2021-11-13,transit,151.94
Belfast,2021-11-14,driving,128.97
Belfast,2021-11-14,walking,168.73
Belfast,2021-11-14,transit,124.93
Belfast,2021-11-15,driving,145.93
Belfast,2021-11-15,walking,193
Belfast,2021-11-15,transit,132.35
Belfast,2021-11-16,driving,148.15
Belfast,2021-11-16,walking,163.68
Belfast,2021-11-16,transit,126.47
Belfast,2021-11-17,driving,150.71
Belfast,2021-11-17,walking,174.76
Belfast,2021-11-17,transit,129.68
Belfast,2021-11-18,driving,158.31
Belfast,2021-11-18,walking,187.8
Belfast,2021-11-18,transit,127.34
Belfast,2021-11-19,driving,181.91
Belfast,2021-11-19,walking,241.49
Belfast,2021-11-19,transit,141.24
Belfast,2021-11-20,driving,186.75
Belfast,2021-11-20,walking,296.49
Belfast,2021-11-20,transit,142.85
Belfast,2021-11-21,driving,126.28
Belfast,2021-11-21,walking,154.74
Belfast,2021-11-21,transit,116.44
Belfast,2021-11-22,driving,141.15
Belfast,2021-11-22,walking,156.7
Belfast,2021-11-22,transit,126.4
Belfast,2021-11-23,driving,142.94
Belfast,2021-11-23,walking,161.25
Belfast,2021-11-23,transit,129.21
Belfast,2021-11-24,driving,150.13
Belfast,2021-11-24,walking,171.77
Belfast,2021-11-24,transit,127.67
Belfast,2021-11-25,driving,151.58
Belfast,2021-11-25,walking,169.34
Belfast,2021-11-25,transit,130.88
Belfast,2021-11-26,driving,186.42
Belfast,2021-11-26,walking,221.78
Belfast,2021-11-26,transit,138.9
Belfast,2021-11-27,driving,179.63
Belfast,2021-11-27,walking,267.25
Belfast,2021-11-27,transit,145.39
Belfast,2021-11-28,driving,123.82
Belfast,2021-11-28,walking,151.34
Belfast,2021-11-28,transit,118.98
Belfast,2021-11-29,driving,141.21
Belfast,2021-11-29,walking,151.98
Belfast,2021-11-29,transit,120.66
Belfast,2021-11-30,driving,155.89
Belfast,2021-11-30,walking,158.72
Belfast,2021-11-30,transit,128.28
Belfast,2021-12-01,driving,152.18
Belfast,2021-12-01,walking,166.46
Belfast,2021-12-01,transit,127.87
Belfast,2021-12-02,driving,156.18
Belfast,2021-12-02,walking,174.88
Belfast,2021-12-02,transit,142.91
Belfast,2021-12-03,driving,191.38
Belfast,2021-12-03,walking,239.01
Belfast,2021-12-03,transit,159.69
Belfast,2021-12-04,driving,198.71
Belfast,2021-12-04,walking,286.54
Belfast,2021-12-04,transit,150.53
Belfast,2021-12-05,driving,137.57
Belfast,2021-12-05,walking,179.29
Belfast,2021-12-05,transit,126.47
Belfast,2021-12-06,driving,144.31
Belfast,2021-12-06,walking,166.95
Belfast,2021-12-06,transit,129.08
Belfast,2021-12-07,driving,146.35
Belfast,2021-12-07,walking,148.52
Belfast,2021-12-07,transit,123.66
Belfast,2021-12-08,driving,156.58
Belfast,2021-12-08,walking,176.03
Belfast,2021-12-08,transit,133.16
Belfast,2021-12-09,driving,170.05
Belfast,2021-12-09,walking,202.38
Belfast,2021-12-09,transit,131.82
Belfast,2021-12-10,driving,195.13
Belfast,2021-12-10,walking,240.75
Belfast,2021-12-10,transit,151.94
Belfast,2021-12-11,driving,192.79
Belfast,2021-12-11,walking,297.39
Belfast,2021-12-11,transit,145.45
Belfast,2021-12-12,driving,131.43
Belfast,2021-12-12,walking,178.67
Belfast,2021-12-12,transit,115.04
Belfast,2021-12-13,driving,143.69
Belfast,2021-12-13,walking,172.33
Belfast,2021-12-13,transit,125.47
Belfast,2021-12-14,driving,157.08
Belfast,2021-12-14,walking,177.04
Belfast,2021-12-14,transit,131.08
Belfast,2021-12-15,driving,165.37
Belfast,2021-12-15,walking,194.32
Belfast,2021-12-15,transit,132.42
Belfast,2021-12-16,driving,167.3
Belfast,2021-12-16,walking,200.85
Belfast,2021-12-16,transit,135.9
Belfast,2021-12-17,driving,208.62
Belfast,2021-12-17,walking,262.28
Belfast,2021-12-17,transit,163.9
Belfast,2021-12-18,driving,185.08
Belfast,2021-12-18,walking,270.49
Belfast,2021-12-18,transit,132.95
Belfast,2021-12-19,driving,131.42
Belfast,2021-12-19,walking,160.06
Belfast,2021-12-19,transit,107.62
Belfast,2021-12-20,driving,159.03
Belfast,2021-12-20,walking,184.91
Belfast,2021-12-20,transit,118.45
Belfast,2021-12-21,driving,168.28
Belfast,2021-12-21,walking,202.39
Belfast,2021-12-21,transit,125.4
Belfast,2021-12-22,driving,177.67
Belfast,2021-12-22,walking,193.63
Belfast,2021-12-22,transit,121.66
Belfast,2021-12-23,driving,178.73
Belfast,2021-12-23,walking,202.69
Belfast,2021-12-23,transit,125.27
Belfast,2021-12-24,driving,112.43
Belfast,2021-12-24,walking,100.22
Belfast,2021-12-24,transit,79.28
Belfast,2021-12-25,driving,34.65
Belfast,2021-12-25,walking,28.3
Belfast,2021-12-25,transit,33.82
Belfast,2021-12-26,driving,81.25
Belfast,2021-12-26,walking,72.79
Belfast,2021-12-26,transit,73.26
Belfast,2021-12-27,driving,118.79
Belfast,2021-12-27,walking,133
Belfast,2021-12-27,transit,100.33
Belfast,2021-12-28,driving,130.5
Belfast,2021-12-28,walking,152.88
Belfast,2021-12-28,transit,113.7
Belfast,2021-12-29,driving,133.26
Belfast,2021-12-29,walking,158.95
Belfast,2021-12-29,transit,103.14
Belfast,2021-12-30,driving,138.6
Belfast,2021-12-30,walking,155.76
Belfast,2021-12-30,transit,110.03
Belfast,2021-12-31,driving,137.4
Belfast,2021-12-31,walking,184.95
Belfast,2021-12-31,transit,93.85
Belfast,2022-01-01,driving,103.44
Belfast,2022-01-01,walking,109.22
Belfast,2022-01-01,transit,86.63
Belfast,2022-01-02,driving,110.5
Belfast,2022-01-02,walking,116.16
Belfast,2022-01-02,transit,96.39
Belfast,2022-01-03,driving,117.83
Belfast,2022-01-03,walking,115.49
Belfast,2022-01-03,transit,117.38
Belfast,2022-01-04,driving,127.88
Belfast,2022-01-04,walking,118.82
Belfast,2022-01-04,transit,116.64
Belfast,2022-01-05,driving,127.78
Belfast,2022-01-05,walking,124.24
Belfast,2022-01-05,transit,107.95
Belfast,2022-01-06,driving,127.13
Belfast,2022-01-06,walking,115.12
Belfast,2022-01-06,transit,99.87
Belfast,2022-01-07,driving,151.53
Belfast,2022-01-07,walking,140.21
Belfast,2022-01-07,transit,108.82
Belfast,2022-01-08,driving,153.14
Belfast,2022-01-08,walking,157.33
Belfast,2022-01-08,transit,101.67
Belfast,2022-01-09,driving,109.84
Belfast,2022-01-09,walking,91.03
Belfast,2022-01-09,transit,98.8
Belfast,2022-01-10,driving,132
Belfast,2022-01-10,walking,123.58
Belfast,2022-01-10,transit,126.74
Belfast,2022-01-11,driving,135.14
Belfast,2022-01-11,walking,126.6
Belfast,2022-01-11,transit,129.48
Belfast,2022-01-12,driving,137.13
Belfast,2022-01-12,walking,131.74
Belfast,2022-01-12,transit,131.02
Belfast,2022-01-13,driving,139.22
Belfast,2022-01-13,walking,130.77
Belfast,2022-01-13,transit,129.14
Belfast,2022-01-14,driving,163.96
Belfast,2022-01-14,walking,165.47
Belfast,2022-01-14,transit,127.67
Belfast,2022-01-15,driving,169.95
Belfast,2022-01-15,walking,185.91
Belfast,2022-01-15,transit,124.53
Belfast,2022-01-16,driving,116.32
Belfast,2022-01-16,walking,111.08
Belfast,2022-01-16,transit,109.16
Belfast,2022-01-17,driving,135.51
Belfast,2022-01-17,walking,133.6
Belfast,2022-01-17,transit,132.89
Belfast,2022-01-18,driving,136.77
Belfast,2022-01-18,walking,127.07
Belfast,2022-01-18,transit,120.45
Belfast,2022-01-19,driving,141.31
Belfast,2022-01-19,walking,135.08
Belfast,2022-01-19,transit,124.26
Belfast,2022-01-20,driving,142.36
Belfast,2022-01-20,walking,142.95
Belfast,2022-01-20,transit,128.14
Belfast,2022-01-21,driving,168.58
Belfast,2022-01-21,walking,174.76
Belfast,2022-01-21,transit,139.04
Belfast,2022-01-22,driving,178.47
Belfast,2022-01-22,walking,227.79
Belfast,2022-01-22,transit,145.39
Belfast,2022-01-23,driving,122.08
Belfast,2022-01-23,walking,110.86
Belfast,2022-01-23,transit,112.5
Belfast,2022-01-24,driving,139.47
Belfast,2022-01-24,walking,130.83
Belfast,2022-01-24,transit,140.11
Belfast,2022-01-25,driving,141.7
Belfast,2022-01-25,walking,130.69
Belfast,2022-01-25,transit,136.1
Belfast,2022-01-26,driving,147.86
Belfast,2022-01-26,walking,140.97
Belfast,2022-01-26,transit,131.35
Belfast,2022-01-27,driving,151.09
Belfast,2022-01-27,walking,144.08
Belfast,2022-01-27,transit,133.22
Belfast,2022-01-28,driving,177.58
Belfast,2022-01-28,walking,194.18
Belfast,2022-01-28,transit,151.47
Belfast,2022-01-29,driving,180.59
Belfast,2022-01-29,walking,240.34
Belfast,2022-01-29,transit,144.85
Belfast,2022-01-30,driving,126.22
Belfast,2022-01-30,walking,123.67
Belfast,2022-01-30,transit,121.12
Belfast,2022-01-31,driving,144.05
Belfast,2022-01-31,walking,141.69
Belfast,2022-01-31,transit,147.59
Belfast,2022-02-01,driving,148.37
Belfast,2022-02-01,walking,158.7
Belfast,2022-02-01,transit,142.51
Belfast,2022-02-02,driving,153.68
Belfast,2022-02-02,walking,161.91
Belfast,2022-02-02,transit,140.78
Belfast,2022-02-03,driving,157.52
Belfast,2022-02-03,walking,163.72
Belfast,2022-02-03,transit,135.16
Belfast,2022-02-04,driving,181.81
Belfast,2022-02-04,walking,208.22
Belfast,2022-02-04,transit,146.93
Belfast,2022-02-05,driving,176.23
Belfast,2022-02-05,walking,228.44
Belfast,2022-02-05,transit,139.17
Belfast,2022-02-06,driving,122.23
