city,date,transportation_type,flow
London,2020-05-09,driving,40.53
London,2020-05-09,walking,40.92
London,2020-05-09,transit,18.45
London,2020-05-10,driving,36.76
London,2020-05-10,walking,27.7
London,2020-05-10,transit,17.92
London,2020-05-11,driving,NA
London,2020-05-11,walking,NA
London,2020-05-11,transit,NA
London,2020-05-12,driving,NA
London,2020-05-12,walking,NA
London,2020-05-12,transit,NA
London,2020-05-13,driving,48.96
London,2020-05-13,walking,31.43
London,2020-05-13,transit,19.95
London,2020-05-14,driving,50.41
London,2020-05-14,walking,32.55
London,2020-05-14,transit,19.73
London,2020-05-15,driving,55.15
London,2020-05-15,walking,37.94
London,2020-05-15,transit,20.81
London,2020-05-16,driving,53.53
London,2020-05-16,walking,42.93
London,2020-05-16,transit,20.38
London,2020-05-17,driving,51.94
London,2020-05-17,walking,41.36
London,2020-05-17,transit,21.57
London,2020-05-18,driving,55.22
London,2020-05-18,walking,38.38
London,2020-05-18,transit,23.72
London,2020-05-19,driving,58.66
London,2020-05-19,walking,40.69
London,2020-05-19,transit,23.93
London,2020-05-20,driving,61.69
London,2020-05-20,walking,42.97
London,2020-05-20,transit,25.82
London,2020-05-21,driving,60.28
London,2020-05-21,walking,39.41
London,2020-05-21,transit,24.67
London,2020-05-22,driving,64.74
London,2020-05-22,walking,42.71
London,2020-05-22,transit,25.06
London,2020-05-23,driving,60.05
London,2020-05-23,walking,43.69
London,2020-05-23,transit,24.28
London,2020-05-24,driving,57.42
London,2020-05-24,walking,44.9
London,2020-05-24,transit,24.9
London,2020-05-25,driving,65.47
London,2020-05-25,walking,51.69
London,2020-05-25,transit,29.48
London,2020-05-26,driving,67.38
London,2020-05-26,walking,44.11
London,2020-05-26,transit,29.31
London,2020-05-27,driving,67.55
London,2020-05-27,walking,43.93
London,2020-05-27,transit,28.33
London,2020-05-28,driving,71.08
London,2020-05-28,walking,45.73
London,2020-05-28,transit,29.02
London,2020-05-29,driving,73.99
London,2020-05-29,walking,49.3
London,2020-05-29,transit,30.22
London,2020-05-30,driving,72.93
London,2020-05-30,walking,58.3
London,2020-05-30,transit,31.42
London,2020-05-31,driving,66.66
London,2020-05-31,walking,48.5
London,2020-05-31,transit,31.19
London,2020-06-01,driving,69.5
London,2020-06-01,walking,45.67
London,2020-06-01,transit,32.18
London,2020-06-02,driving,71.41
London,2020-06-02,walking,47.53
London,2020-06-02,transit,32.59
London,2020-06-03,driving,66.58
London,2020-06-03,walking,40.6
London,2020-06-03,transit,31.34
London,2020-06-04,driving,66.54
London,2020-06-04,walking,39.53
London,2020-06-04,transit,29.03
London,2020-06-05,driving,70.69
London,2020-06-05,walking,41.52
London,2020-06-05,transit,30.35
London,2020-06-06,driving,66.69
London,2020-06-06,walking,43.07
London,2020-06-06,transit,31.14
London,2020-06-07,driving,62.9
London,2020-06-07,walking,41.9
London,2020-06-07,transit,30.97
London,2020-06-08,driving,67.38
London,2020-06-08,walking,41.4
London,2020-06-08,transit,31.01
London,2020-06-09,driving,70.64
London,2020-06-09,walking,45.35
London,2020-06-09,transit,31.85
London,2020-06-10,driving,66.57
London,2020-06-10,walking,36.09
London,2020-06-10,transit,30.17
London,2020-06-11,driving,68.02
London,2020-06-11,walking,39.62
London,2020-06-11,transit,30.24
London,2020-06-12,driving,74.47
London,2020-06-12,walking,43.84
London,2020-06-12,transit,33.37
London,2020-06-13,driving,82.27
London,2020-06-13,walking,63.42
London,2020-06-13,transit,36.8
London,2020-06-14,driving,71.42
London,2020-06-14,walking,49.37
London,2020-06-14,transit,35
London,2020-06-15,driving,74.5
London,2020-06-15,walking,48.64
London,2020-06-15,transit,36.31
London,2020-06-16,driving,74.99
London,2020-06-16,walking,47.76
London,2020-06-16,transit,35.46
London,2020-06-17,driving,73.62
London,2020-06-17,walking,42.37
London,2020-06-17,transit,34.33
London,2020-06-18,driving,74.41
London,2020-06-18,walking,42.36
London,2020-06-18,transit,35.35
London,2020-06-19,driving,82.88
London,2020-06-19,walking,50.43
London,2020-06-19,transit,38.17
London,2020-06-20,driving,86.88
London,2020-06-20,walking,63.68
London,2020-06-20,transit,41.19
London,2020-06-21,driving,71.02
London,2020-06-21,walking,42.86
London,2020-06-21,transit,35.95
London,2020-06-22,driving,83.57
London,2020-06-22,walking,53.72
London,2020-06-22,transit,42.1
London,2020-06-23,driving,87.03
London,2020-06-23,walking,56.26
London,2020-06-23,transit,44.45
London,2020-06-24,driving,90.55
London,2020-06-24,walking,57.67
London,2020-06-24,transit,46.58
London,2020-06-25,driving,92.01
London,2020-06-25,walking,57.66
London,2020-06-25,transit,48.25
London,2020-06-26,driving,96.68
London,2020-06-26,walking,59.9
London,2020-06-26,transit,47.16
London,2020-06-27,driving,85.93
London,2020-06-27,walking,54.54
London,2020-06-27,transit,44.12
London,2020-06-28,driving,79.55
London,2020-06-28,walking,47.73
London,2020-06-28,transit,41.37
London,2020-06-29,driving,81.79
London,2020-06-29,walking,49.55
London,2020-06-29,transit,43.61
London,2020-06-30,driving,83.32
London,2020-06-30,walking,48.58
London,2020-06-30,transit,42.79
London,2020-07-01,driving,84.76
London,2020-07-01,walking,51.01
London,2020-07-01,transit,43.47
London,2020-07-02,driving,85.05
London,2020-07-02,walking,49.51
London,2020-07-02,transit,43.29
London,2020-07-03,driving,94.29
London,2020-07-03,walking,57.57
London,2020-07-03,transit,47.43
London,2020-07-04,driving,91.56
London,2020-07-04,walking,67.33
London,2020-07-04,transit,50.91
London,2020-07-05,driving,84.44
London,2020-07-05,walking,56.97
London,2020-07-05,transit,48.68
London,2020-07-06,driving,90.15
London,2020-07-06,walking,57.67
London,2020-07-06,transit,51.02
London,2020-07-07,driving,92.97
London,2020-07-07,walking,58.11
London,2020-07-07,transit,50.86
London,2020-07-08,driving,88.92
London,2020-07-08,walking,54.53
London,2020-07-08,transit,49.03
London,2020-07-09,driving,90.6
London,2020-07-09,walking,55.72
London,2020-07-09,transit,50.37
London,2020-07-10,driving,106.02
London,2020-07-10,walking,69.06
London,2020-07-10,transit,56.37
London,2020-07-11,driving,102.08
London,2020-07-11,walking,79.34
London,2020-07-11,transit,58.84
London,2020-07-12,driving,90.09
London,2020-07-12,walking,60.94
London,2020-07-12,transit,53.15
London,2020-07-13,driving,92.08
London,2020-07-13,walking,61.49
London,2020-07-13,transit,54.79
London,2020-07-14,driving,94.59
London,2020-07-14,walking,62.74
London,2020-07-14,transit,55.14
London,2020-07-15,driving,96.05
London,2020-07-15,walking,63.72
London,2020-07-15,transit,56.33
London,2020-07-16,driving,98.94
London,2020-07-16,walking,66
London,2020-07-16,transit,57.31
London,2020-07-17,driving,112.63
London,2020-07-17,walking,77.95
London,2020-07-17,transit,66.2
London,2020-07-18,driving,105.9
London,2020-07-18,walking,86.51
London,2020-07-18,transit,66.06
London,2020-07-19,driving,88.1
London,2020-07-19,walking,54.74
London,2020-07-19,transit,54.74
London,2020-07-20,driving,99.51
London,2020-07-20,walking,67.24
London,2020-07-20,transit,60.56
London,2020-07-21,driving,100.38
London,2020-07-21,walking,69.06
London,2020-07-21,transit,60.34
London,2020-07-22,driving,104.8
London,2020-07-22,walking,70.85
London,2020-07-22,transit,61.47
London,2020-07-23,driving,104.36
London,2020-07-23,walking,70.37
London,2020-07-23,transit,61.78
London,2020-07-24,driving,112.84
London,2020-07-24,walking,77.37
London,2020-07-24,transit,66.13
London,2020-07-25,driving,101.52
London,2020-07-25,walking,71.84
London,2020-07-25,transit,64
London,2020-07-26,driving,92.54
London,2020-07-26,walking,59.66
London,2020-07-26,transit,59.57
London,2020-07-27,driving,97.11
London,2020-07-27,walking,60.84
London,2020-07-27,transit,61.11
London,2020-07-28,driving,103.56
London,2020-07-28,walking,69.64
London,2020-07-28,transit,63.55
London,2020-07-29,driving,107.36
London,2020-07-29,walking,73.89
London,2020-07-29,transit,65.72
London,2020-07-30,driving,111.12
London,2020-07-30,walking,75.37
London,2020-07-30,transit,67.3
London,2020-07-31,driving,118.62
London,2020-07-31,walking,78.69
London,2020-07-31,transit,71.84
London,2020-08-01,driving,110.42
London,2020-08-01,walking,88.94
London,2020-08-01,transit,70.88
London,2020-08-02,driving,97.15
London,2020-08-02,walking,66.38
London,2020-08-02,transit,63.94
London,2020-08-03,driving,104.34
London,2020-08-03,walking,72.24
London,2020-08-03,transit,67.07
London,2020-08-04,driving,106.54
London,2020-08-04,walking,76.15
London,2020-08-04,transit,67.67
London,2020-08-05,driving,108.54
London,2020-08-05,walking,79.27
London,2020-08-05,transit,70.56
London,2020-08-06,driving,110.94
London,2020-08-06,walking,76.13
London,2020-08-06,transit,70.5
London,2020-08-07,driving,117.96
London,2020-08-07,walking,79.32
London,2020-08-07,transit,74.41
London,2020-08-08,driving,107.31
London,2020-08-08,walking,88.36
London,2020-08-08,transit,74.12
London,2020-08-09,driving,97.12
London,2020-08-09,walking,64.89
London,2020-08-09,transit,65.9
London,2020-08-10,driving,107.9
London,2020-08-10,walking,74.2
London,2020-08-10,transit,71.63
London,2020-08-11,driving,106.88
London,2020-08-11,walking,75.66
London,2020-08-11,transit,69.3
London,2020-08-12,driving,106.4
London,2020-08-12,walking,74.17
London,2020-08-12,transit,68.04
London,2020-08-13,driving,109.26
London,2020-08-13,walking,69.12
London,2020-08-13,transit,68.66
London,2020-08-14,driving,119.45
London,2020-08-14,walking,75.56
London,2020-08-14,transit,71.88
London,2020-08-15,driving,106.29
London,2020-08-15,walking,83.58
London,2020-08-15,transit,71.68
London,2020-08-16,driving,93.13
London,2020-08-16,walking,62.22
London,2020-08-16,transit,64.36
London,2020-08-17,driving,106.34
London,2020-08-17,walking,74.56
London,2020-08-17,transit,72.27
London,2020-08-18,driving,111.24
London,2020-08-18,walking,80.83
London,2020-08-18,transit,73.98
London,2020-08-19,driving,109.98
London,2020-08-19,walking,72.64
London,2020-08-19,transit,72.56
London,2020-08-20,driving,114.33
London,2020-08-20,walking,83.6
London,2020-08-20,transit,75.51
London,2020-08-21,driving,117.92
London,2020-08-21,walking,83.14
London,2020-08-21,transit,77.49
London,2020-08-22,driving,114.4
London,2020-08-22,walking,98.05
London,2020-08-22,transit,81.13
London,2020-08-23,driving,98.36
London,2020-08-23,walking,69.27
London,2020-08-23,transit,70.64
London,2020-08-24,driving,109.32
London,2020-08-24,walking,80.94
London,2020-08-24,transit,76.94
London,2020-08-25,driving,110.07
London,2020-08-25,walking,81.25
London,2020-08-25,transit,78.02
London,2020-08-26,driving,117.51
London,2020-08-26,walking,94.79
London,2020-08-26,transit,82.89
London,2020-08-27,driving,116.16
London,2020-08-27,walking,76.09
London,2020-08-27,transit,74
London,2020-08-28,driving,128.79
London,2020-08-28,walking,88.6
London,2020-08-28,transit,80.93
London,2020-08-29,driving,116.75
London,2020-08-29,walking,100.51
London,2020-08-29,transit,83.81
London,2020-08-30,driving,101.34
London,2020-08-30,walking,85.02
London,2020-08-30,transit,76.04
London,2020-08-31,driving,108.23
London,2020-08-31,walking,86.98
London,2020-08-31,transit,83.39
London,2020-09-01,driving,113.89
London,2020-09-01,walking,85.42
London,2020-09-01,transit,81.02
London,2020-09-02,driving,114.44
London,2020-09-02,walking,83.79
London,2020-09-02,transit,82.55
London,2020-09-03,driving,113.87
London,2020-09-03,walking,82.67
London,2020-09-03,transit,82.17
London,2020-09-04,driving,127.19
London,2020-09-04,walking,93.85
London,2020-09-04,transit,86.65
London,2020-09-05,driving,120.73
London,2020-09-05,walking,110.03
London,2020-09-05,transit,88.04
London,2020-09-06,driving,106.47
London,2020-09-06,walking,80.08
London,2020-09-06,transit,79.68
London,2020-09-07,driving,108.85
London,2020-09-07,walking,80.31
London,2020-09-07,transit,82.09
London,2020-09-08,driving,112.41
London,2020-09-08,walking,85.2
London,2020-09-08,transit,82.83
London,2020-09-09,driving,114.04
London,2020-09-09,walking,86.38
London,2020-09-09,transit,81.07
London,2020-09-10,driving,115.22
London,2020-09-10,walking,87.74
London,2020-09-10,transit,81.32
London,2020-09-11,driving,122.27
London,2020-09-11,walking,95.21
London,2020-09-11,transit,86.93
London,2020-09-12,driving,124.17
London,2020-09-12,walking,116
London,2020-09-12,transit,92.73
London,2020-09-13,driving,110.17
London,2020-09-13,walking,86.81
London,2020-09-13,transit,82.51
London,2020-09-14,driving,112.2
London,2020-09-14,walking,85.79
London,2020-09-14,transit,83.06
London,2020-09-15,driving,115.11
London,2020-09-15,walking,88.28
London,2020-09-15,transit,83.16
London,2020-09-16,driving,114.63
London,2020-09-16,walking,89.11
London,2020-09-16,transit,83.36
London,2020-09-17,driving,116.48
London,2020-09-17,walking,90.62
London,2020-09-17,transit,84.44
London,2020-09-18,driving,124.56
London,2020-09-18,walking,100.11
London,2020-09-18,transit,88.49
London,2020-09-19,driving,123.57
London,2020-09-19,walking,121.23
London,2020-09-19,transit,93.2
London,2020-09-20,driving,106.9
London,2020-09-20,walking,88.82
London,2020-09-20,transit,82.1
London,2020-09-21,driving,103.85
London,2020-09-21,walking,82.68
London,2020-09-21,transit,79.03
London,2020-09-22,driving,106.02
London,2020-09-22,walking,85.61
London,2020-09-22,transit,79.07
London,2020-09-23,driving,105.06
London,2020-09-23,walking,78.64
London,2020-09-23,transit,76.77
London,2020-09-24,driving,104.65
London,2020-09-24,walking,77.59
London,2020-09-24,transit,74.67
London,2020-09-25,driving,120.22
London,2020-09-25,walking,89.57
London,2020-09-25,transit,84
London,2020-09-26,driving,113.59
London,2020-09-26,walking,107.97
London,2020-09-26,transit,85.32
London,2020-09-27,driving,95.17
London,2020-09-27,walking,73.97
London,2020-09-27,transit,73.91
London,2020-09-28,driving,97.89
London,2020-09-28,walking,75.83
London,2020-09-28,transit,74.13
London,2020-09-29,driving,100.24
London,2020-09-29,walking,77.08
London,2020-09-29,transit,74.72
London,2020-09-30,driving,101.79
London,2020-09-30,walking,75.36
London,2020-09-30,transit,75.83
London,2020-10-01,driving,101.58
London,2020-10-01,walking,78.72
London,2020-10-01,transit,74.27
London,2020-10-02,driving,111.55
London,2020-10-02,walking,76.5
London,2020-10-02,transit,78.77
London,2020-10-03,driving,106.19
London,2020-10-03,walking,99.95
London,2020-10-03,transit,83.45
London,2020-10-04,driving,89.34
London,2020-10-04,walking,61.23
London,2020-10-04,transit,71.61
London,2020-10-05,driving,95.56
London,2020-10-05,walking,69.69
London,2020-10-05,transit,72.35
London,2020-10-06,driving,97.6
London,2020-10-06,walking,72.35
London,2020-10-06,transit,72.59
London,2020-10-07,driving,101.26
London,2020-10-07,walking,79.69
London,2020-10-07,transit,76.47
London,2020-10-08,driving,100.87
London,2020-10-08,walking,75.52
London,2020-10-08,transit,74.92
London,2020-10-09,driving,112.96
London,2020-10-09,walking,86.49
London,2020-10-09,transit,83.01
London,2020-10-10,driving,110.04
London,2020-10-10,walking,109.36
London,2020-10-10,transit,90.52
London,2020-10-11,driving,95.6
London,2020-10-11,walking,79.11
London,2020-10-11,transit,77.91
London,2020-10-12,driving,94.29
London,2020-10-12,walking,64.86
London,2020-10-12,transit,69.02
London,2020-10-13,driving,96.19
London,2020-10-13,walking,66.32
London,2020-10-13,transit,70.55
London,2020-10-14,driving,99.32
London,2020-10-14,walking,74.73
London,2020-10-14,transit,72.4
London,2020-10-15,driving,101.63
London,2020-10-15,walking,74.45
London,2020-10-15,transit,71.33
London,2020-10-16,driving,110.26
London,2020-10-16,walking,89
London,2020-10-16,transit,81.68
London,2020-10-17,driving,98.71
London,2020-10-17,walking,93.09
London,2020-10-17,transit,78.48
London,2020-10-18,driving,88.18
London,2020-10-18,walking,70.3
London,2020-10-18,transit,70.35
London,2020-10-19,driving,91.25
London,2020-10-19,walking,66.12
London,2020-10-19,transit,67.06
London,2020-10-20,driving,94.43
London,2020-10-20,walking,68.84
London,2020-10-20,transit,68.22
London,2020-10-21,driving,93.27
London,2020-10-21,walking,63.95
London,2020-10-21,transit,67.63
London,2020-10-22,driving,95.32
London,2020-10-22,walking,72.7
London,2020-10-22,transit,69.62
London,2020-10-23,driving,108.35
London,2020-10-23,walking,82.54
London,2020-10-23,transit,77.23
London,2020-10-24,driving,99.21
London,2020-10-24,walking,89.15
London,2020-10-24,transit,77.92
London,2020-10-25,driving,89.08
London,2020-10-25,walking,72.24
London,2020-10-25,transit,73.78
London,2020-10-26,driving,99
London,2020-10-26,walking,76.21
London,2020-10-26,transit,73.45
London,2020-10-27,driving,99.6
London,2020-10-27,walking,71.76
London,2020-10-27,transit,72.86
London,2020-10-28,driving,103.18
London,2020-10-28,walking,78.41
London,2020-10-28,transit,74.47
London,2020-10-29,driving,103.46
London,2020-10-29,walking,76.18
London,2020-10-29,transit,74.62
London,2020-10-30,driving,114.46
London,2020-10-30,walking,93.84
London,2020-10-30,transit,84.29
London,2020-10-31,driving,100.41
London,2020-10-31,walking,92.39
London,2020-10-31,transit,82.43
London,2020-11-01,driving,85.62
London,2020-11-01,walking,66.27
London,2020-11-01,transit,69.49
London,2020-11-02,driving,94.3
London,2020-11-02,walking,69.72
London,2020-11-02,transit,70.1
London,2020-11-03,driving,102.52
London,2020-11-03,walking,78.72
London,2020-11-03,transit,74.54
London,2020-11-04,driving,113.82
London,2020-11-04,walking,90.46
London,2020-11-04,transit,77.69
London,2020-11-05,driving,70.96
London,2020-11-05,walking,43.86
London,2020-11-05,transit,42.21
London,2020-11-06,driving,70.95
London,2020-11-06,walking,47.61
London,2020-11-06,transit,42.07
London,2020-11-07,driving,64.96
London,2020-11-07,walking,58.68
London,2020-11-07,transit,41.63
London,2020-11-08,driving,56.61
London,2020-11-08,walking,44.93
London,2020-11-08,transit,41.48
London,2020-11-09,driving,70.53
London,2020-11-09,walking,47.35
London,2020-11-09,transit,45.85
London,2020-11-10,driving,72.66
London,2020-11-10,walking,50.01
London,2020-11-10,transit,45.65
London,2020-11-11,driving,73.82
London,2020-11-11,walking,49.05
London,2020-11-11,transit,46.05
London,2020-11-12,driving,72.27
London,2020-11-12,walking,50.42
London,2020-11-12,transit,45.31
London,2020-11-13,driving,75.77
London,2020-11-13,walking,52.87
London,2020-11-13,transit,47.1
London,2020-11-14,driving,64.76
London,2020-11-14,walking,47.59
London,2020-11-14,transit,42.87
London,2020-11-15,driving,57.54
London,2020-11-15,walking,41.56
London,2020-11-15,transit,43.37
London,2020-11-16,driving,69.89
London,2020-11-16,walking,45.86
London,2020-11-16,transit,45.65
London,2020-11-17,driving,72.13
London,2020-11-17,walking,48.57
London,2020-11-17,transit,45.76
London,2020-11-18,driving,74.51
London,2020-11-18,walking,48.86
London,2020-11-18,transit,45.9
London,2020-11-19,driving,71.58
London,2020-11-19,walking,45.9
London,2020-11-19,transit,44.27
London,2020-11-20,driving,77.21
London,2020-11-20,walking,49.86
London,2020-11-20,transit,47.17
London,2020-11-21,driving,72.28
London,2020-11-21,walking,60.62
London,2020-11-21,transit,48.9
London,2020-11-22,driving,61.97
London,2020-11-22,walking,50.46
London,2020-11-22,transit,46.69
London,2020-11-23,driving,70.82
London,2020-11-23,walking,47.52
London,2020-11-23,transit,47.97
London,2020-11-24,driving,72.57
London,2020-11-24,walking,49.11
London,2020-11-24,transit,47.62
London,2020-11-25,driving,73.6
London,2020-11-25,walking,48.94
London,2020-11-25,transit,46.59
London,2020-11-26,driving,75.05
London,2020-11-26,walking,49.83
London,2020-11-26,transit,47.5
London,2020-11-27,driving,78.72
London,2020-11-27,walking,53.58
London,2020-11-27,transit,50.13
London,2020-11-28,driving,74.14
London,2020-11-28,walking,62.97
London,2020-11-28,transit,51.71
London,2020-11-29,driving,61.4
London,2020-11-29,walking,46.66
London,2020-11-29,transit,47.2
London,2020-11-30,driving,73.13
London,2020-11-30,walking,49
London,2020-11-30,transit,50.61
London,2020-12-01,driving,75.64
London,2020-12-01,walking,52.09
London,2020-12-01,transit,52.95
London,2020-12-02,driving,85.08
London,2020-12-02,walking,61.11
London,2020-12-02,transit,60.57
London,2020-12-03,driving,91.53
London,2020-12-03,walking,60.56
London,2020-12-03,transit,63.77
London,2020-12-04,driving,100.68
London,2020-12-04,walking,79.75
London,2020-12-04,transit,74.48
London,2020-12-05,driving,99.5
London,2020-12-05,walking,104.39
London,2020-12-05,transit,82.08
London,2020-12-06,driving,79.81
London,2020-12-06,walking,67.1
London,2020-12-06,transit,66.9
London,2020-12-07,driving,85.69
London,2020-12-07,walking,63.17
London,2020-12-07,transit,64.8
London,2020-12-08,driving,89.22
London,2020-12-08,walking,66.55
London,2020-12-08,transit,64.62
London,2020-12-09,driving,90.29
London,2020-12-09,walking,70.08
London,2020-12-09,transit,66.81
London,2020-12-10,driving,92.98
London,2020-12-10,walking,73.19
London,2020-12-10,transit,67.78
London,2020-12-11,driving,102.72
London,2020-12-11,walking,89.89
London,2020-12-11,transit,79.32
London,2020-12-12,driving,99.6
London,2020-12-12,walking,109.65
London,2020-12-12,transit,84.59
London,2020-12-13,driving,78.38
London,2020-12-13,walking,63.74
London,2020-12-13,transit,66.44
London,2020-12-14,driving,91.85
London,2020-12-14,walking,69.37
London,2020-12-14,transit,69.28
London,2020-12-15,driving,100.14
London,2020-12-15,walking,83.69
London,2020-12-15,transit,73.29
London,2020-12-16,driving,85.35
London,2020-12-16,walking,56.48
London,2020-12-16,transit,56.77
London,2020-12-17,driving,85.92
London,2020-12-17,walking,61.61
London,2020-12-17,transit,57.6
London,2020-12-18,driving,91.24
London,2020-12-18,walking,63.41
London,2020-12-18,transit,60.39
London,2020-12-19,driving,81.28
London,2020-12-19,walking,59.2
London,2020-12-19,transit,53.79
London,2020-12-20,driving,54.32
London,2020-12-20,walking,35.91
London,2020-12-20,transit,39.87
London,2020-12-21,driving,65.7
London,2020-12-21,walking,42
London,2020-12-21,transit,40.4
London,2020-12-22,driving,66.68
London,2020-12-22,walking,43.99
London,2020-12-22,transit,37.09
London,2020-12-23,driving,66.6
London,2020-12-23,walking,42.38
London,2020-12-23,transit,37.33
London,2020-12-24,driving,53.87
London,2020-12-24,walking,35.16
London,2020-12-24,transit,31.69
London,2020-12-25,driving,24.49
London,2020-12-25,walking,16.04
London,2020-12-25,transit,15.54
London,2020-12-26,driving,35.03
London,2020-12-26,walking,23.8
London,2020-12-26,transit,29.42
London,2020-12-27,driving,44.03
London,2020-12-27,walking,31.41
London,2020-12-27,transit,32.85
London,2020-12-28,driving,47.38
London,2020-12-28,walking,31.79
London,2020-12-28,transit,34.62
London,2020-12-29,driving,55.36
London,2020-12-29,walking,40.39
London,2020-12-29,transit,36.66
London,2020-12-30,driving,56.66
London,2020-12-30,walking,42.37
London,2020-12-30,transit,36.48
London,2020-12-31,driving,56.06
London,2020-12-31,walking,40.5
London,2020-12-31,transit,34.43
London,2021-01-01,driving,37.11
London,2021-01-01,walking,24.67
London,2021-01-01,transit,26.45
London,2021-01-02,driving,51.87
London,2021-01-02,walking,39.95
London,2021-01-02,transit,34.41
London,2021-01-03,driving,48.8
London,2021-01-03,walking,34.26
London,2021-01-03,transit,36.62
London,2021-01-04,driving,56.42
London,2021-01-04,walking,37.69
London,2021-01-04,transit,37.35
London,2021-01-05,driving,55.83
London,2021-01-05,walking,36.55
London,2021-01-05,transit,33.89
London,2021-01-06,driving,55.46
London,2021-01-06,walking,38.63
London,2021-01-06,transit,33.01
London,2021-01-07,driving,55.56
London,2021-01-07,walking,38.41
London,2021-01-07,transit,32.43
London,2021-01-08,driving,60.09
London,2021-01-08,walking,40.69
London,2021-01-08,transit,33.25
London,2021-01-09,driving,55.17
London,2021-01-09,walking,47.75
London,2021-01-09,transit,32.92
London,2021-01-10,driving,46.18
London,2021-01-10,walking,34.23
London,2021-01-10,transit,32.37
London,2021-01-11,driving,56.6
London,2021-01-11,walking,39.13
London,2021-01-11,transit,33.47
London,2021-01-12,driving,56.94
London,2021-01-12,walking,39.06
London,2021-01-12,transit,33.13
London,2021-01-13,driving,56.7
London,2021-01-13,walking,37.09
London,2021-01-13,transit,32.94
London,2021-01-14,driving,58.55
London,2021-01-14,walking,35.69
London,2021-01-14,transit,32.44
London,2021-01-15,driving,62.92
London,2021-01-15,walking,42.63
London,2021-01-15,transit,34.1
London,2021-01-16,driving,54.63
London,2021-01-16,walking,42.88
London,2021-01-16,transit,32.99
London,2021-01-17,driving,49.5
London,2021-01-17,walking,41.98
London,2021-01-17,transit,34.13
London,2021-01-18,driving,57.92
London,2021-01-18,walking,40.21
London,2021-01-18,transit,35.14
London,2021-01-19,driving,58.75
London,2021-01-19,walking,40.42
London,2021-01-19,transit,34.67
London,2021-01-20,driving,58.32
London,2021-01-20,walking,37.51
London,2021-01-20,transit,34.23
London,2021-01-21,driving,59.56
London,2021-01-21,walking,41.91
London,2021-01-21,transit,34.56
London,2021-01-22,driving,65
London,2021-01-22,walking,47.02
London,2021-01-22,transit,36.62
London,2021-01-23,driving,60.13
London,2021-01-23,walking,51.08
London,2021-01-23,transit,36.39
London,2021-01-24,driving,43.39
London,2021-01-24,walking,30.88
London,2021-01-24,transit,33.49
London,2021-01-25,driving,57.91
London,2021-01-25,walking,40.03
London,2021-01-25,transit,36.19
London,2021-01-26,driving,59.33
London,2021-01-26,walking,38.45
London,2021-01-26,transit,34.67
London,2021-01-27,driving,60.77
London,2021-01-27,walking,40.39
London,2021-01-27,transit,35.25
London,2021-01-28,driving,62.65
London,2021-01-28,walking,42
London,2021-01-28,transit,36.32
London,2021-01-29,driving,66.91
London,2021-01-29,walking,45.03
London,2021-01-29,transit,37.29
London,2021-01-30,driving,59.13
London,2021-01-30,walking,39.81
London,2021-01-30,transit,35.55
London,2021-01-31,driving,52.26
London,2021-01-31,walking,38.67
London,2021-01-31,transit,36.12
London,2021-02-01,driving,60.93
London,2021-02-01,walking,41.27
London,2021-02-01,transit,36.41
London,2021-02-02,driving,61.73
London,2021-02-02,walking,42.94
London,2021-02-02,transit,35.92
London,2021-02-03,driving,62
London,2021-02-03,walking,41.89
London,2021-02-03,transit,36.51
London,2021-02-04,driving,62.63
London,2021-02-04,walking,40.74
London,2021-02-04,transit,36.67
London,2021-02-05,driving,69.13
London,2021-02-05,walking,49.91
London,2021-02-05,transit,39.61
London,2021-02-06,driving,63.34
London,2021-02-06,walking,50.46
London,2021-02-06,transit,38.97
London,2021-02-07,driving,46.89
London,2021-02-07,walking,29.99
London,2021-02-07,transit,35.3
London,2021-02-08,driving,55.97
London,2021-02-08,walking,36.16
London,2021-02-08,transit,36.45
London,2021-02-09,driving,57.29
London,2021-02-09,walking,37.43
London,2021-02-09,transit,35.8
London,2021-02-10,driving,61.59
London,2021-02-10,walking,41.01
London,2021-02-10,transit,37.72
London,2021-02-11,driving,62.55
London,2021-02-11,walking,40.46
London,2021-02-11,transit,37.17
London,2021-02-12,driving,69.87
London,2021-02-12,walking,44.48
London,2021-02-12,transit,39.56
London,2021-02-13,driving,69.81
London,2021-02-13,walking,50.41
London,2021-02-13,transit,39.98
London,2021-02-14,driving,57.13
London,2021-02-14,walking,40.69
London,2021-02-14,transit,37.2
London,2021-02-15,driving,69.33
London,2021-02-15,walking,45.97
London,2021-02-15,transit,41.63
London,2021-02-16,driving,67.93
London,2021-02-16,walking,45.19
London,2021-02-16,transit,41.12
London,2021-02-17,driving,70.04
London,2021-02-17,walking,46.66
London,2021-02-17,transit,42.83
London,2021-02-18,driving,69.91
London,2021-02-18,walking,48.34
London,2021-02-18,transit,42.44
London,2021-02-19,driving,75.56
London,2021-02-19,walking,52.67
London,2021-02-19,transit,45.28
London,2021-02-20,driving,72.74
London,2021-02-20,walking,65.02
London,2021-02-20,transit,46.48
London,2021-02-21,driving,59.23
London,2021-02-21,walking,48.76
London,2021-02-21,transit,43.4
London,2021-02-22,driving,66.33
London,2021-02-22,walking,45.27
London,2021-02-22,transit,44.78
London,2021-02-23,driving,68.99
London,2021-02-23,walking,50.2
London,2021-02-23,transit,45.54
London,2021-02-24,driving,70.56
London,2021-02-24,walking,51.03
London,2021-02-24,transit,46.37
